"virus","animal","cors","corsCI1","corsCI2","pval","commonName","bootCI1","bootCI2"
"Influenza A virus H3N2","Rattus.tunneyi",NA,NA,NA,NA,"Tunney's rat",0,0
"Bamboo rat coronavirus","Rattus.tunneyi",NA,NA,NA,NA,"Tunney's rat",0,0
"Raccoon dog amdovirus","Rattus.tunneyi",NA,NA,NA,NA,"Tunney's rat",0,0
"Civet kobuvirus","Rattus.tunneyi",NA,NA,NA,NA,"Tunney's rat",0,0
"SARS-CoV-2","Silurus.meridionalis",-0.288144853053193,-0.613433339024184,0.120731977088135,0.162474497634076,"Yangtze catfish",-0.513143345000366,0.0419033190942076
"Influenza A virus H3N2","Silurus.meridionalis",0.378380065524069,-0.0196955007754167,0.672905147581586,0.0621713019139668,"Yangtze catfish",0,0.765477359636451
"Bamboo rat coronavirus","Silurus.meridionalis",-0.0908448314909071,-0.469135818606577,0.315615266612878,0.665839906652362,"Yangtze catfish",-0.301866389773815,0.298690813733343
"Raccoon dog amdovirus","Silurus.meridionalis",NA,NA,NA,NA,"Yangtze catfish",0,0
"Civet kobuvirus","Silurus.meridionalis",NA,NA,NA,NA,"Yangtze catfish",0,0
"SARS-CoV-2","Mauremys.megalocephala",NA,NA,NA,NA,"Chinese broad-headed pond turtle",0,0
"Influenza A virus H3N2","Mauremys.megalocephala",NA,NA,NA,NA,"Chinese broad-headed pond turtle",0,0
"Bamboo rat coronavirus","Mauremys.megalocephala",NA,NA,NA,NA,"Chinese broad-headed pond turtle",0,0
"Raccoon dog amdovirus","Mauremys.megalocephala",NA,NA,NA,NA,"Chinese broad-headed pond turtle",0,0
"Civet kobuvirus","Mauremys.megalocephala",NA,NA,NA,NA,"Chinese broad-headed pond turtle",0,0
"SARS-CoV-2","Gallinula.chloropus",-0.355387603451766,-0.658104434940155,0.0462359629945919,0.0812646189803965,"Common moorhen",-0.635541670970289,0
"Influenza A virus H3N2","Gallinula.chloropus",-0.0556307047427809,-0.441066343220981,0.347130614510995,0.791689433995744,"Common moorhen",-0.128635149201983,0
"Bamboo rat coronavirus","Gallinula.chloropus",-0.0737099193464252,-0.455572246068712,0.331063217710776,0.726220053726702,"Common moorhen",-0.205587115608018,0.184474297215315
"Raccoon dog amdovirus","Gallinula.chloropus",NA,NA,NA,NA,"Common moorhen",0,0
"Civet kobuvirus","Gallinula.chloropus",NA,NA,NA,NA,"Common moorhen",0,0
"SARS-CoV-2","Phasianus.colchicus",-0.157038569754591,-0.519908721025275,0.253843520288669,0.453457107359871,"Ring-necked pheasant",-0.357738851109292,0.0647062261741699
"Influenza A virus H3N2","Phasianus.colchicus",-0.0968776914248498,-0.473869176973882,0.310124580689425,0.645031233745159,"Ring-necked pheasant",-0.203820324206056,0
"Bamboo rat coronavirus","Phasianus.colchicus",0.557971156377509,0.208895874618741,0.780929290274725,0.00375168786698116,"Ring-necked pheasant",-0.108014686294948,0.927686941550464
"Raccoon dog amdovirus","Phasianus.colchicus",NA,NA,NA,NA,"Ring-necked pheasant",0,0
"Civet kobuvirus","Phasianus.colchicus",NA,NA,NA,NA,"Ring-necked pheasant",0,0
"SARS-CoV-2","Pseudorasbora.parva",0.0853253492577915,-0.320614981639613,0.46478613143281,0.685090921217283,"Stone moroko",-0.40837493393222,0.632264175165712
"Influenza A virus H3N2","Pseudorasbora.parva",0.109416917666688,-0.298624723911668,0.483638200064557,0.602615095040867,"Stone moroko",0,0.291314965860847
"Bamboo rat coronavirus","Pseudorasbora.parva",0.154014955003235,-0.256740139017152,0.517644071183988,0.462307272697779,"Stone moroko",-0.106972884234066,0.448054214561353
"Raccoon dog amdovirus","Pseudorasbora.parva",NA,NA,NA,NA,"Stone moroko",0,0
"Civet kobuvirus","Pseudorasbora.parva",NA,NA,NA,NA,"Stone moroko",0,0
"SARS-CoV-2","Tachysurus.fulvidraco",-0.386710975230386,-0.678210346166904,0.00993854815691873,0.0561825948824544,"Yellow catfish",-0.634719486332674,-0.0370688177571549
"Influenza A virus H3N2","Tachysurus.fulvidraco",0.00505266261514039,-0.390858570873151,0.399386201559274,0.980876544631307,"Yellow catfish",-0.0905385581626807,0.101872839191497
"Bamboo rat coronavirus","Tachysurus.fulvidraco",0.332231494814267,-0.0724042692702335,0.642958112870634,0.104678190662135,"Yellow catfish",-0.0218029334600066,0.619029902759992
"Raccoon dog amdovirus","Tachysurus.fulvidraco",NA,NA,NA,NA,"Yellow catfish",0,0
"Civet kobuvirus","Tachysurus.fulvidraco",NA,NA,NA,NA,"Yellow catfish",0,0
"SARS-CoV-2","Siniperca.knerii",0.0197325413237245,-0.378348315341204,0.411653801421719,0.925410742066564,"Big-eye mandarin fish",-0.399459804949678,0.562274221680122
"Influenza A virus H3N2","Siniperca.knerii",0.241396400766195,-0.169944327870455,0.581100123698883,0.245040258908254,"Big-eye mandarin fish",0,0.493003723501537
"Bamboo rat coronavirus","Siniperca.knerii",0.322749803554194,-0.0829609776038444,0.636685239693676,0.115584621054784,"Big-eye mandarin fish",-0.0794637497393729,0.64072589594201
"Raccoon dog amdovirus","Siniperca.knerii",NA,NA,NA,NA,"Big-eye mandarin fish",0,0
"Civet kobuvirus","Siniperca.knerii",NA,NA,NA,NA,"Big-eye mandarin fish",0,0
"SARS-CoV-2","Scomberomorus.niphonius",-0.08699502368625,-0.466103871331416,0.319104922309016,0.679246556960512,"Japanese Spanish mackerel",-0.206779822203675,0
"Influenza A virus H3N2","Scomberomorus.niphonius",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Japanese Spanish mackerel",-0.108893101296094,0
"Bamboo rat coronavirus","Scomberomorus.niphonius",-0.0965834067425319,-0.473638786665291,0.310393049378661,0.64604044890278,"Japanese Spanish mackerel",-0.207037935903132,0
"Raccoon dog amdovirus","Scomberomorus.niphonius",NA,NA,NA,NA,"Japanese Spanish mackerel",0,0
"Civet kobuvirus","Scomberomorus.niphonius",NA,NA,NA,NA,"Japanese Spanish mackerel",0,0
"SARS-CoV-2","Seriola.dumerili",NA,NA,NA,NA,"Greater amberjack",0,0
"Influenza A virus H3N2","Seriola.dumerili",NA,NA,NA,NA,"Greater amberjack",0,0
"Bamboo rat coronavirus","Seriola.dumerili",NA,NA,NA,NA,"Greater amberjack",0,0
"Raccoon dog amdovirus","Seriola.dumerili",NA,NA,NA,NA,"Greater amberjack",0,0
"Civet kobuvirus","Seriola.dumerili",NA,NA,NA,NA,"Greater amberjack",0,0
"SARS-CoV-2","Ctenopharyngodon.idella",-0.427728546966628,-0.703895017928743,-0.0392274272397365,0.0329359815940072,"Grass carp",-0.720923276673228,-0.00963852987140124
"Influenza A virus H3N2","Ctenopharyngodon.idella",0.197891735997524,-0.213970161452753,0.550015218087095,0.343014887285934,"Grass carp",0,0.404460959181622
"Bamboo rat coronavirus","Ctenopharyngodon.idella",0.307288830909805,-0.0999817877288884,0.626366714215091,0.135120892364179,"Grass carp",0.0957440979345538,0.534921904611881
"Raccoon dog amdovirus","Ctenopharyngodon.idella",NA,NA,NA,NA,"Grass carp",0,0
"Civet kobuvirus","Ctenopharyngodon.idella",NA,NA,NA,NA,"Grass carp",0,0
"SARS-CoV-2","Marmota.himalayana",NA,NA,NA,NA,"Himalayan marmot",0,0
"Influenza A virus H3N2","Marmota.himalayana",NA,NA,NA,NA,"Himalayan marmot",0,0
"Bamboo rat coronavirus","Marmota.himalayana",NA,NA,NA,NA,"Himalayan marmot",0,0
"Raccoon dog amdovirus","Marmota.himalayana",NA,NA,NA,NA,"Himalayan marmot",0,0
"Civet kobuvirus","Marmota.himalayana",NA,NA,NA,NA,"Himalayan marmot",0,0
"SARS-CoV-2","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper",0,0
"Influenza A virus H3N2","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper",0,0
"Bamboo rat coronavirus","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper",0,0
"Raccoon dog amdovirus","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper",0,0
"Civet kobuvirus","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper",0,0
"SARS-CoV-2","Luciobarbus.capito",-0.134528251808763,-0.502925507013808,0.275233006712883,0.521438728624838,"Bulatmai barbel",-0.338459448907139,0.0433246728724425
"Influenza A virus H3N2","Luciobarbus.capito",-0.0817369620441604,-0.461948405870675,0.323853363807541,0.697710665268232,"Bulatmai barbel",-0.16453085867947,0
"Bamboo rat coronavirus","Luciobarbus.capito",0.255313043675338,-0.155505580303998,0.590838890686297,0.218042745835786,"Bulatmai barbel",-0.20366004111049,0.819586404401247
"Raccoon dog amdovirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel",0,0
"Civet kobuvirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel",0,0
"SARS-CoV-2","Alectoris.chukar",NA,NA,NA,NA,"Chukar partridge",0,0
"Influenza A virus H3N2","Alectoris.chukar",NA,NA,NA,NA,"Chukar partridge",0,0
"Bamboo rat coronavirus","Alectoris.chukar",NA,NA,NA,NA,"Chukar partridge",0,0
"Raccoon dog amdovirus","Alectoris.chukar",NA,NA,NA,NA,"Chukar partridge",0,0
"Civet kobuvirus","Alectoris.chukar",NA,NA,NA,NA,"Chukar partridge",0,0
"SARS-CoV-2","Mustela.sibirica",-0.0646234351226871,-0.448306943407618,0.339168022782104,0.758922793472783,"Siberian weasel",-0.16867977965841,0.000999737970643875
"Influenza A virus H3N2","Mustela.sibirica",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Siberian weasel",-0.108893101296094,0
"Bamboo rat coronavirus","Mustela.sibirica",-0.0965834067425319,-0.473638786665291,0.310393049378661,0.64604044890278,"Siberian weasel",-0.205078005674029,0
"Raccoon dog amdovirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel",0,0
"Civet kobuvirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel",0,0
"SARS-CoV-2","Arctonyx.collaris",NA,NA,NA,NA,"Greater hog badger",0,0
"Influenza A virus H3N2","Arctonyx.collaris",NA,NA,NA,NA,"Greater hog badger",0,0
"Bamboo rat coronavirus","Arctonyx.collaris",NA,NA,NA,NA,"Greater hog badger",0,0
"Raccoon dog amdovirus","Arctonyx.collaris",NA,NA,NA,NA,"Greater hog badger",0,0
"Civet kobuvirus","Arctonyx.collaris",NA,NA,NA,NA,"Greater hog badger",0,0
"SARS-CoV-2","Rhizomys.pruinosus",-0.010652030505445,-0.404082169085994,0.386103959124733,0.959696308786655,"Hoary bamboo rat",-0.0980544101373365,0.103354854952367
"Influenza A virus H3N2","Rhizomys.pruinosus",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Hoary bamboo rat",-0.108893101296094,0
"Bamboo rat coronavirus","Rhizomys.pruinosus",0.715698084506409,0.44696694779911,0.865944659227009,5.76591326756942e-05,"Hoary bamboo rat",0,0.950294532117561
"Raccoon dog amdovirus","Rhizomys.pruinosus",NA,NA,NA,NA,"Hoary bamboo rat",0,0
"Civet kobuvirus","Rhizomys.pruinosus",NA,NA,NA,NA,"Hoary bamboo rat",0,0
"SARS-CoV-2","Micropercops.swinhonis",0.294467017501005,-0.113918661223381,0.617723879088131,0.153042868789552,"Gudgeon",-0.0848436544336056,0.759215415736545
"Influenza A virus H3N2","Micropercops.swinhonis",-0.0601929228027913,-0.444745946752327,0.343098253538331,0.775019486125128,"Gudgeon",-0.136363628491542,0
"Bamboo rat coronavirus","Micropercops.swinhonis",-0.139527301106012,-0.506721840458922,0.270517654694762,0.505931685586751,"Gudgeon",-0.252372293584064,0
"Raccoon dog amdovirus","Micropercops.swinhonis",NA,NA,NA,NA,"Gudgeon",0,0
"Civet kobuvirus","Micropercops.swinhonis",NA,NA,NA,NA,"Gudgeon",0,0
"SARS-CoV-2","Anas.poecilorhyncha",-0.350454563855049,-0.654898160359717,0.0518572961243934,0.0858844858772486,"Indian spot-billed duck",-0.649136839326823,0.134661946396843
"Influenza A virus H3N2","Anas.poecilorhyncha",0.0810763563981969,-0.324448501084727,0.461425143739094,0.700042546870826,"Indian spot-billed duck",0,0.241575793836157
"Bamboo rat coronavirus","Anas.poecilorhyncha",0.422679109044367,0.0330716197677433,0.70077163150154,0.0352908658807275,"Indian spot-billed duck",0.143366871828882,0.683291875895023
"Raccoon dog amdovirus","Anas.poecilorhyncha",NA,NA,NA,NA,"Indian spot-billed duck",0,0
"Civet kobuvirus","Anas.poecilorhyncha",NA,NA,NA,NA,"Indian spot-billed duck",0,0
"SARS-CoV-2","Trachinotus.ovatus",-0.0649614035684026,-0.448578084430381,0.338867637058222,0.757698805470591,"Derbio",-0.206876095526418,0.0609372573196299
"Influenza A virus H3N2","Trachinotus.ovatus",-0.059408094520342,-0.44411387580974,0.343792991924769,0.777880518158137,"Derbio",-0.127505401917479,0
"Bamboo rat coronavirus","Trachinotus.ovatus",0.174123277264693,-0.237336742301594,0.532609827861105,0.405165758361716,"Derbio",-0.147634258144971,0.662267929389968
"Raccoon dog amdovirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio",0,0
"Civet kobuvirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio",0,0
"SARS-CoV-2","Rhodeus.sinensis",0.318222653813899,-0.0879694942544769,0.633675452606049,0.121076328438845,"Chinese bitterling",-0.0877287219369551,0.769621963342555
"Influenza A virus H3N2","Rhodeus.sinensis",-0.0600373410921271,-0.444620677573221,0.343236011206665,0.775586422291738,"Chinese bitterling",-0.136363636363636,0
"Bamboo rat coronavirus","Rhodeus.sinensis",-0.139166662426585,-0.506448443234287,0.270858486779576,0.507042752508385,"Chinese bitterling",-0.246310337622278,0
"Raccoon dog amdovirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling",0,0
"Civet kobuvirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling",0,0
"SARS-CoV-2","Misgurnus.bipartitus",0.451207204482903,0.0682430863468641,0.71827906735761,0.023579683617195,"Loach",0,0.815200177681354
"Influenza A virus H3N2","Misgurnus.bipartitus",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Loach",-0.102062072615966,0
"Bamboo rat coronavirus","Misgurnus.bipartitus",-0.0965834067425319,-0.473638786665291,0.310393049378661,0.64604044890278,"Loach",-0.198738640010131,0
"Raccoon dog amdovirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach",0,0
"Civet kobuvirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach",0,0
"SARS-CoV-2","Pampus.echinogaster",-0.0838208576193666,-0.463597315564828,0.321973884061226,0.69037221268843,"Pampus",-0.208059257190587,0.0675990843520653
"Influenza A virus H3N2","Pampus.echinogaster",-0.0583612518898942,-0.443270192014922,0.344718981700348,0.781701075478894,"Pampus",-0.133114577614994,0
"Bamboo rat coronavirus","Pampus.echinogaster",0.0654628309300335,-0.338421817614779,0.448980233131499,0.755883878642069,"Pampus",-0.160785243807009,0.62555389435403
"Raccoon dog amdovirus","Pampus.echinogaster",NA,NA,NA,NA,"Pampus",0,0
"Civet kobuvirus","Pampus.echinogaster",NA,NA,NA,NA,"Pampus",0,0
"SARS-CoV-2","Paramisgurnus.dabryanus",-0.124380537312894,-0.495175258919085,0.284744587968918,0.553601879306028,"Large-scale loach",-0.507162560411236,0.384073269277222
"Influenza A virus H3N2","Paramisgurnus.dabryanus",-0.119859252419392,-0.491703048521757,0.288956661013112,0.568217694912713,"Large-scale loach",-0.258666279024738,0
"Bamboo rat coronavirus","Paramisgurnus.dabryanus",0.209408330571714,-0.202476198389478,0.558340102366847,0.315073775914421,"Large-scale loach",-0.29492617064606,0.633388424351118
"Raccoon dog amdovirus","Paramisgurnus.dabryanus",NA,NA,NA,NA,"Large-scale loach",0,0
"Civet kobuvirus","Paramisgurnus.dabryanus",NA,NA,NA,NA,"Large-scale loach",0,0
"SARS-CoV-2","Lophius.litulon",-0.0119046981906315,-0.405129900706444,0.385037383350543,0.954961089858417,"Anglerfish",-0.0979163482628708,0.105835199104847
"Influenza A virus H3N2","Lophius.litulon",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Anglerfish",-0.108893101296094,0
"Bamboo rat coronavirus","Lophius.litulon",-0.0965834067425319,-0.473638786665291,0.310393049378661,0.64604044890278,"Anglerfish",-0.200007567942393,0
"Raccoon dog amdovirus","Lophius.litulon",NA,NA,NA,NA,"Anglerfish",0,0
"Civet kobuvirus","Lophius.litulon",NA,NA,NA,NA,"Anglerfish",0,0
"SARS-CoV-2","Paracanthobrama.guichenoti",0.451207204482903,0.0682430863468641,0.71827906735761,0.023579683617195,"Cyprinid fish",0,0.828872488930846
"Influenza A virus H3N2","Paracanthobrama.guichenoti",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Cyprinid fish",-0.108893101296094,0
"Bamboo rat coronavirus","Paracanthobrama.guichenoti",-0.0965834067425319,-0.473638786665291,0.310393049378661,0.64604044890278,"Cyprinid fish",-0.205553129855048,0
"Raccoon dog amdovirus","Paracanthobrama.guichenoti",NA,NA,NA,NA,"Cyprinid fish",0,0
"Civet kobuvirus","Paracanthobrama.guichenoti",NA,NA,NA,NA,"Cyprinid fish",0,0
"SARS-CoV-2","Lycodon.rufozonatus",NA,NA,NA,NA,"Red-banded snake",0,0
"Influenza A virus H3N2","Lycodon.rufozonatus",NA,NA,NA,NA,"Red-banded snake",0,0
"Bamboo rat coronavirus","Lycodon.rufozonatus",NA,NA,NA,NA,"Red-banded snake",0,0
"Raccoon dog amdovirus","Lycodon.rufozonatus",NA,NA,NA,NA,"Red-banded snake",0,0
"Civet kobuvirus","Lycodon.rufozonatus",NA,NA,NA,NA,"Red-banded snake",0,0
"SARS-CoV-2","Prochilodus.lineatus",0.451207204482903,0.0682430863468641,0.71827906735761,0.023579683617195,"Curimbata",0,0.807715587623465
"Influenza A virus H3N2","Prochilodus.lineatus",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Curimbata",-0.108893101296094,0
"Bamboo rat coronavirus","Prochilodus.lineatus",-0.0965834067425319,-0.473638786665291,0.310393049378661,0.64604044890278,"Curimbata",-0.20679611396912,0
"Raccoon dog amdovirus","Prochilodus.lineatus",NA,NA,NA,NA,"Curimbata",0,0
"Civet kobuvirus","Prochilodus.lineatus",NA,NA,NA,NA,"Curimbata",0,0
"SARS-CoV-2","Channa.asiatica",-0.159739719811765,-0.521927544145631,0.25124957448514,0.445626902793169,"Small snakehead",-0.329171400367855,0
"Influenza A virus H3N2","Channa.asiatica",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Small snakehead",-0.108893101296094,0
"Bamboo rat coronavirus","Channa.asiatica",-0.0965834067425319,-0.473638786665291,0.310393049378661,0.64604044890278,"Small snakehead",-0.202378932655395,0
"Raccoon dog amdovirus","Channa.asiatica",NA,NA,NA,NA,"Small snakehead",0,0
"Civet kobuvirus","Channa.asiatica",NA,NA,NA,NA,"Small snakehead",0,0
"SARS-CoV-2","Lepus.sinensis",NA,NA,NA,NA,"Chinese hare",0,0
"Influenza A virus H3N2","Lepus.sinensis",NA,NA,NA,NA,"Chinese hare",0,0
"Bamboo rat coronavirus","Lepus.sinensis",NA,NA,NA,NA,"Chinese hare",0,0
"Raccoon dog amdovirus","Lepus.sinensis",NA,NA,NA,NA,"Chinese hare",0,0
"Civet kobuvirus","Lepus.sinensis",NA,NA,NA,NA,"Chinese hare",0,0
"SARS-CoV-2","Fulica.atra",NA,NA,NA,NA,"Eurasian coot",0,0
"Influenza A virus H3N2","Fulica.atra",NA,NA,NA,NA,"Eurasian coot",0,0
"Bamboo rat coronavirus","Fulica.atra",NA,NA,NA,NA,"Eurasian coot",0,0
"Raccoon dog amdovirus","Fulica.atra",NA,NA,NA,NA,"Eurasian coot",0,0
"Civet kobuvirus","Fulica.atra",NA,NA,NA,NA,"Eurasian coot",0,0
"SARS-CoV-2","Scolopax.rusticola",NA,NA,NA,NA,"Eurasian woodcock",0,0
"Influenza A virus H3N2","Scolopax.rusticola",NA,NA,NA,NA,"Eurasian woodcock",0,0
"Bamboo rat coronavirus","Scolopax.rusticola",NA,NA,NA,NA,"Eurasian woodcock",0,0
"Raccoon dog amdovirus","Scolopax.rusticola",NA,NA,NA,NA,"Eurasian woodcock",0,0
"Civet kobuvirus","Scolopax.rusticola",NA,NA,NA,NA,"Eurasian woodcock",0,0
"SARS-CoV-2","Accipiter.nisus",NA,NA,NA,NA,"Eurasian sparrowhawk",0,0
"Influenza A virus H3N2","Accipiter.nisus",NA,NA,NA,NA,"Eurasian sparrowhawk",0,0
"Bamboo rat coronavirus","Accipiter.nisus",NA,NA,NA,NA,"Eurasian sparrowhawk",0,0
"Raccoon dog amdovirus","Accipiter.nisus",NA,NA,NA,NA,"Eurasian sparrowhawk",0,0
"Civet kobuvirus","Accipiter.nisus",NA,NA,NA,NA,"Eurasian sparrowhawk",0,0
"SARS-CoV-2","Vanellus.vanellus",NA,NA,NA,NA,"Northern lapwing",0,0
"Influenza A virus H3N2","Vanellus.vanellus",NA,NA,NA,NA,"Northern lapwing",0,0
"Bamboo rat coronavirus","Vanellus.vanellus",NA,NA,NA,NA,"Northern lapwing",0,0
"Raccoon dog amdovirus","Vanellus.vanellus",NA,NA,NA,NA,"Northern lapwing",0,0
"Civet kobuvirus","Vanellus.vanellus",NA,NA,NA,NA,"Northern lapwing",0,0
"SARS-CoV-2","Botaurus.stellaris",NA,NA,NA,NA,"Eurasian bittern",0,0
"Influenza A virus H3N2","Botaurus.stellaris",NA,NA,NA,NA,"Eurasian bittern",0,0
"Bamboo rat coronavirus","Botaurus.stellaris",NA,NA,NA,NA,"Eurasian bittern",0,0
"Raccoon dog amdovirus","Botaurus.stellaris",NA,NA,NA,NA,"Eurasian bittern",0,0
"Civet kobuvirus","Botaurus.stellaris",NA,NA,NA,NA,"Eurasian bittern",0,0
"SARS-CoV-2","Ovis.orientalis",-0.0660881911298876,-0.449481559328053,0.337865555203386,0.753622135369633,"Sheep",-0.443494332793409,0.520922921107008
"Influenza A virus H3N2","Ovis.orientalis",0.311219449767714,-0.0956770927143681,0.629000619594683,0.129943084343601,"Sheep",0,0.547362001212369
"Bamboo rat coronavirus","Ovis.orientalis",0.275818469664266,-0.133906105658789,0.605012449717615,0.182024324776748,"Sheep",0.0446617816823877,0.524384500421418
"Raccoon dog amdovirus","Ovis.orientalis",NA,NA,NA,NA,"Sheep",0,0
"Civet kobuvirus","Ovis.orientalis",NA,NA,NA,NA,"Sheep",0,0
"SARS-CoV-2","Accipiter.virgatus",NA,NA,NA,NA,"Besra",0,0
"Influenza A virus H3N2","Accipiter.virgatus",NA,NA,NA,NA,"Besra",0,0
"Bamboo rat coronavirus","Accipiter.virgatus",NA,NA,NA,NA,"Besra",0,0
"Raccoon dog amdovirus","Accipiter.virgatus",NA,NA,NA,NA,"Besra",0,0
"Civet kobuvirus","Accipiter.virgatus",NA,NA,NA,NA,"Besra",0,0
"SARS-CoV-2","Rhizomys.sinensis",NA,NA,NA,NA,"Chinese bamboo rat",0,0
"Influenza A virus H3N2","Rhizomys.sinensis",NA,NA,NA,NA,"Chinese bamboo rat",0,0
"Bamboo rat coronavirus","Rhizomys.sinensis",NA,NA,NA,NA,"Chinese bamboo rat",0,0
"Raccoon dog amdovirus","Rhizomys.sinensis",NA,NA,NA,NA,"Chinese bamboo rat",0,0
"Civet kobuvirus","Rhizomys.sinensis",NA,NA,NA,NA,"Chinese bamboo rat",0,0
"SARS-CoV-2","Vulpes.lagopus",NA,NA,NA,NA,"Arctic fox",0,0
"Influenza A virus H3N2","Vulpes.lagopus",NA,NA,NA,NA,"Arctic fox",0,0
"Bamboo rat coronavirus","Vulpes.lagopus",NA,NA,NA,NA,"Arctic fox",0,0
"Raccoon dog amdovirus","Vulpes.lagopus",NA,NA,NA,NA,"Arctic fox",0,0
"Civet kobuvirus","Vulpes.lagopus",NA,NA,NA,NA,"Arctic fox",0,0
"SARS-CoV-2","Sinobdella.sinensis",-0.0437033951160705,-0.431384897130415,0.357602789517773,0.835675276453804,"Spiny eel",-0.12528123352122,0.0509144841616729
"Influenza A virus H3N2","Sinobdella.sinensis",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Spiny eel",-0.0890870806374748,0
"Bamboo rat coronavirus","Sinobdella.sinensis",-0.0965834067425319,-0.473638786665291,0.310393049378661,0.64604044890278,"Spiny eel",-0.202076485880602,0
"Raccoon dog amdovirus","Sinobdella.sinensis",NA,NA,NA,NA,"Spiny eel",0,0
"Civet kobuvirus","Sinobdella.sinensis",NA,NA,NA,NA,"Spiny eel",0,0
"SARS-CoV-2","Pseudolaubuca.sinensis",-0.0646234351226871,-0.448306943407618,0.339168022782104,0.758922793472783,"Cyprinid fish",-0.172565592689029,0
"Influenza A virus H3N2","Pseudolaubuca.sinensis",-0.0416666666666667,-0.429722702202072,0.359381004571966,0.843238385398005,"Cyprinid fish",-0.108893101296094,0
"Bamboo rat coronavirus","Pseudolaubuca.sinensis",-0.0965834067425319,-0.473638786665291,0.310393049378661,0.64604044890278,"Cyprinid fish",-0.192946666646578,0
"Raccoon dog amdovirus","Pseudolaubuca.sinensis",NA,NA,NA,NA,"Cyprinid fish",0,0
"Civet kobuvirus","Pseudolaubuca.sinensis",NA,NA,NA,NA,"Cyprinid fish",0,0
"SARS-CoV-2","Elaphe.schrenckii",NA,NA,NA,NA,"Amur rat snake",0,0
"Influenza A virus H3N2","Elaphe.schrenckii",NA,NA,NA,NA,"Amur rat snake",0,0
"Bamboo rat coronavirus","Elaphe.schrenckii",NA,NA,NA,NA,"Amur rat snake",0,0
"Raccoon dog amdovirus","Elaphe.schrenckii",NA,NA,NA,NA,"Amur rat snake",0,0
"Civet kobuvirus","Elaphe.schrenckii",NA,NA,NA,NA,"Amur rat snake",0,0
"SARS-CoV-2","Ptyas.dhumnades",NA,NA,NA,NA,"Chinese ratsnake",0,0
"Influenza A virus H3N2","Ptyas.dhumnades",NA,NA,NA,NA,"Chinese ratsnake",0,0
"Bamboo rat coronavirus","Ptyas.dhumnades",NA,NA,NA,NA,"Chinese ratsnake",0,0
"Raccoon dog amdovirus","Ptyas.dhumnades",NA,NA,NA,NA,"Chinese ratsnake",0,0
"Civet kobuvirus","Ptyas.dhumnades",NA,NA,NA,NA,"Chinese ratsnake",0,0
"SARS-CoV-2","Rhinogobius.cliffordpopei",0.297202092952995,-0.110959153044465,0.619574094702704,0.149085454305014,"Goby",-0.0976613390779121,0.758809891141782
"Influenza A virus H3N2","Rhinogobius.cliffordpopei",-0.0601908235118407,-0.444744256573738,0.343100112441868,0.775027135148868,"Goby",-0.13635918634283,0
"Bamboo rat coronavirus","Rhinogobius.cliffordpopei",-0.13952243494589,-0.50671815195434,0.270522254285294,0.505946669444482,"Goby",-0.258874720866608,0
"Raccoon dog amdovirus","Rhinogobius.cliffordpopei",NA,NA,NA,NA,"Goby",0,0
"Civet kobuvirus","Rhinogobius.cliffordpopei",NA,NA,NA,NA,"Goby",0,0
"SARS-CoV-2","Paguma.larvata",NA,NA,NA,NA,"Masked palm civet",0,0
"Influenza A virus H3N2","Paguma.larvata",NA,NA,NA,NA,"Masked palm civet",0,0
"Bamboo rat coronavirus","Paguma.larvata",NA,NA,NA,NA,"Masked palm civet",0,0
"Raccoon dog amdovirus","Paguma.larvata",NA,NA,NA,NA,"Masked palm civet",0,0
"Civet kobuvirus","Paguma.larvata",NA,NA,NA,NA,"Masked palm civet",0,0
"SARS-CoV-2","Danio.albolineatus",-0.113073858351296,-0.48646978559388,0.295248438080675,0.590469657195155,"Pearl danio",-0.243024281292274,0
