"virus","animal","cors","corsCI1","corsCI2","pval","commonName","bootCI1","bootCI2"
"Influenza A virus H3N2","Naja.atra",-0.0385236301353216,-0.193013511835531,0.117830099549607,0.629727285648794,"Chinese cobra",-0.072478066705353,0
"Bamboo rat coronavirus","Naja.atra",0.160110138886815,0.00457699154983128,0.308079785282609,0.0437992016973694,"Chinese cobra",-0.010908329201809,0.3431832526753
"Raccoon dog amdovirus","Naja.atra",0.341343366377259,0.1961156114603,0.471917978099449,1.06666243670895e-05,"Chinese cobra",0.151881889711832,0.508238189421469
"Civet kobuvirus","Naja.atra",-0.0209269790175566,-0.176000913440628,0.13516047834372,0.793455765153654,"Chinese cobra",-0.129164604383555,0.14418457543795
"SARS-CoV-2","Takifugu.obscurus",0.109522496478676,-0.0469246307985969,0.260725157526906,0.169358699492223,"Mefugu",0,0.223941358596108
"Influenza A virus H3N2","Takifugu.obscurus",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Mefugu",-0.0156517715286264,0
"Bamboo rat coronavirus","Takifugu.obscurus",0.108540789421762,-0.0479159145923786,0.259798936901539,0.173237205237787,"Mefugu",0,0.205798836463923
"Raccoon dog amdovirus","Takifugu.obscurus",-0.0463936062874755,-0.200592331128473,0.110048265278589,0.561443914230276,"Mefugu",-0.0870308077415081,0
"Civet kobuvirus","Takifugu.obscurus",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Mefugu",-0.0458323862491879,0
"SARS-CoV-2","Rattus.tanezumi",-0.089496756803274,-0.2417760448906,0.0670849402290621,0.261922043611054,"Asian house rat",-0.184094358798217,0.0261500904203678
"Influenza A virus H3N2","Rattus.tanezumi",0.180124595191817,0.0251834258079789,0.326614865720511,0.0230877414155914,"Asian house rat",0,0.339555888826746
"Bamboo rat coronavirus","Rattus.tanezumi",-0.0465260945795245,-0.200719760122189,0.109917096459894,0.560325387720735,"Asian house rat",-0.156367571167306,0.10431935694388
"Raccoon dog amdovirus","Rattus.tanezumi",0.105034892757223,-0.0514534981435893,0.256488921523866,0.187625093808831,"Asian house rat",-0.0338643818519843,0.266977279328728
"Civet kobuvirus","Rattus.tanezumi",0.180201504493489,0.0252628646633375,0.326685873588839,0.0230282350235036,"Asian house rat",0.0175517114614609,0.365199171678315
"SARS-CoV-2","Larimichthys.crocea",0.493416343596387,0.365867334827152,0.602771387224688,3.89304884963095e-11,"Large yellow croaker",0.320088002874021,0.694259556264942
"Influenza A virus H3N2","Larimichthys.crocea",0.159955742331987,0.00441854009064129,0.30793636304941,0.0440055547228054,"Large yellow croaker",0,0.300430162076895
"Bamboo rat coronavirus","Larimichthys.crocea",0.0216809934543221,-0.134419826981694,0.176731805907891,0.786189736332858,"Large yellow croaker",-0.0981586225100985,0.18465124554029
"Raccoon dog amdovirus","Larimichthys.crocea",-0.178181999030695,-0.324820781025989,-0.0231775861792508,0.024635241969318,"Large yellow croaker",-0.235985814248012,-0.109328608519154
"Civet kobuvirus","Larimichthys.crocea",-0.0979887151988934,-0.249825665728623,0.0585515021459728,0.219146384005733,"Large yellow croaker",-0.132746496244639,-0.0649865407155805
"SARS-CoV-2","Sus.scrofa",0.288247988768863,0.138829358070743,0.424834978727419,0.000229145154428068,"Wild boar",0.118576543726801,0.471618213557698
"Influenza A virus H3N2","Sus.scrofa",0.124935444813975,-0.031320824497999,0.275230560854524,0.116624580123189,"Wild boar",0,0.22996280250738
"Bamboo rat coronavirus","Sus.scrofa",0.00143125082950609,-0.154250320698105,0.157043475376775,0.985714642608237,"Wild boar",-0.143267977106808,0.154954975141275
"Raccoon dog amdovirus","Sus.scrofa",0.00476781283512622,-0.150991446581654,0.160296066796317,0.952437731501407,"Wild boar",-0.13008573639886,0.151461709582229
"Civet kobuvirus","Sus.scrofa",0.0302637508330087,-0.125976868372255,0.185039338039868,0.704920199124189,"Wild boar",-0.112733792058598,0.21515874698076
"SARS-CoV-2","Rattus.exulans",-0.03431449438,-0.188952516591383,0.121984227075382,0.667630846117044,"Polynesian rat",-0.0634719893119561,0
"Influenza A virus H3N2","Rattus.exulans",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Polynesian rat",-0.0156517715286264,0
"Bamboo rat coronavirus","Rattus.exulans",-0.0406913487709029,-0.195102874866503,0.115688573368627,0.610569339488805,"Polynesian rat",-0.0762428335295809,0
"Raccoon dog amdovirus","Rattus.exulans",0.13746470219589,-0.0185800455611631,0.286971862174123,0.0840061695249552,"Polynesian rat",0,0.264155575817912
"Civet kobuvirus","Rattus.exulans",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Polynesian rat",-0.0454968618791618,0
"SARS-CoV-2","Homo.sapiens",0.304878563212303,0.156665688936499,0.43966226039348,9.32629196658154e-05,"Human",0.190170921552424,0.422913798055028
"Influenza A virus H3N2","Homo.sapiens",0.0755995889747521,-0.0810007450129658,0.228557394118193,0.343583133938984,"Human",0,0.13964276089658
"Bamboo rat coronavirus","Homo.sapiens",-0.0226622943136155,-0.177682759008666,0.133455656026322,0.776761110962276,"Human",-0.187466081087584,0.142098364529339
"Raccoon dog amdovirus","Homo.sapiens",0.102654634086204,-0.0538530338498389,0.254239626061702,0.197879369548572,"Human",-0.0224829856610758,0.223933243121356
"Civet kobuvirus","Homo.sapiens",-0.039734019748742,-0.194180322776938,0.116634514308197,0.618998549194454,"Human",-0.162445769175902,0.089002038311086
"SARS-CoV-2","Scophthalmus.maximus",0.427948349155023,0.291733185924703,0.54715043356819,1.8368265546903e-08,"Turbot",0.245630849257816,0.62782377711391
"Influenza A virus H3N2","Scophthalmus.maximus",0.272355607443052,0.121874842284114,0.410597037371853,0.000514543404156152,"Turbot",0,0.544677377665196
"Bamboo rat coronavirus","Scophthalmus.maximus",-0.0396288648461956,-0.194078971185767,0.116738401031828,0.61992748969493,"Turbot",-0.113083221797424,0.066919479644441
"Raccoon dog amdovirus","Scophthalmus.maximus",-0.138658251544429,-0.288088011527994,0.0173636969199964,0.0813251322422553,"Turbot",-0.184548215449299,-0.0835883889312197
"Civet kobuvirus","Scophthalmus.maximus",-0.0681876977331189,-0.221484244795457,0.0883976960445393,0.393091363782099,"Turbot",-0.0991736768128263,-0.0406336221517618
"SARS-CoV-2","Oryzias.sinensis",0.356276165433726,0.212407682515937,0.48502698369345,4.04247722940725e-06,"Chinese medaka",0,0.609110149544288
"Influenza A virus H3N2","Oryzias.sinensis",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Chinese medaka",-0.0156517715286264,0
"Bamboo rat coronavirus","Oryzias.sinensis",-0.0406913487709029,-0.195102874866503,0.115688573368627,0.610569339488805,"Chinese medaka",-0.0734448130704055,0
"Raccoon dog amdovirus","Oryzias.sinensis",-0.0463936062874755,-0.200592331128473,0.110048265278589,0.561443914230276,"Chinese medaka",-0.0865718129241456,0
"Civet kobuvirus","Oryzias.sinensis",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Chinese medaka",-0.044692691178365,0
"SARS-CoV-2","Nyctereutes.procyonoides",-0.237463251631717,-0.379098783096171,-0.0849560602988775,0.00257910117260318,"Raccoon dog",-0.313136332089806,-0.163786878104049
"Influenza A virus H3N2","Nyctereutes.procyonoides",-0.0568632278849489,-0.210646092161172,0.0996660862023071,0.476503839685336,"Raccoon dog",-0.104621698534691,0
"Bamboo rat coronavirus","Nyctereutes.procyonoides",0.298999738799668,0.150349569300801,0.43442927218161,0.000128951155271517,"Raccoon dog",0.135510738896225,0.473422284836598
"Raccoon dog amdovirus","Nyctereutes.procyonoides",0.800633174956494,0.736803735296298,0.850317008344788,9.37524181302721e-37,"Raccoon dog",0.733345701446274,0.862022795874398
"Civet kobuvirus","Nyctereutes.procyonoides",0.377387952730206,0.235578477676416,0.503462108939995,9.40518385560482e-07,"Raccoon dog",0.221010173856563,0.512356064184956
"SARS-CoV-2","Columba.livia",-0.00528762892871526,-0.160802496873551,0.150483428791564,0.947259320764854,"Rock pigeon",-0.139118929146008,0.170834892581353
"Influenza A virus H3N2","Columba.livia",0.0542329943147523,-0.10227756164513,0.208123389356517,0.497165609776668,"Rock pigeon",0,0.104250954258909
"Bamboo rat coronavirus","Columba.livia",0.13888734990274,-0.0171301694623248,0.288302206744404,0.0808184690098862,"Rock pigeon",-0.0130094056455602,0.285543133247121
"Raccoon dog amdovirus","Columba.livia",0.393744083822695,0.25364132587872,0.517666042701397,2.82585156612485e-07,"Rock pigeon",0.266687182077726,0.513721913455402
"Civet kobuvirus","Columba.livia",0.175479879332076,0.0203895695432505,0.322323482210023,0.0269352412830968,"Rock pigeon",0.0377522562323439,0.308358340536213
"SARS-CoV-2","Rattus.tunneyi",-0.03431449438,-0.188952516591383,0.121984227075382,0.667630846117044,"Tunney's rat",-0.0656216502069721,0
"Influenza A virus H3N2","Rattus.tunneyi",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Tunney's rat",-0.0156517715286264,0
"Bamboo rat coronavirus","Rattus.tunneyi",-0.0406913487709029,-0.195102874866503,0.115688573368627,0.610569339488805,"Tunney's rat",-0.0771706192900408,0
"Raccoon dog amdovirus","Rattus.tunneyi",0.13746470219589,-0.0185800455611631,0.286971862174123,0.0840061695249552,"Tunney's rat",0,0.261196926033279
"Civet kobuvirus","Rattus.tunneyi",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Tunney's rat",-0.0455238223430501,0
"SARS-CoV-2","Silurus.meridionalis",0.243794276376721,0.0916238152373168,0.384838444875035,0.00195663831895738,"Yangtze catfish",0.0767684744394861,0.443808456366646
"Influenza A virus H3N2","Silurus.meridionalis",0.357234015975554,0.213455459211993,0.485865878502197,3.79210290111763e-06,"Yangtze catfish",0,0.625790688313116
"Bamboo rat coronavirus","Silurus.meridionalis",-0.0729429012041398,-0.226023978981413,0.0836540625530805,0.360855744918985,"Yangtze catfish",-0.133755945524971,0.00845367865720098
"Raccoon dog amdovirus","Silurus.meridionalis",-0.0873779750079763,-0.239764355845881,0.0692105065824851,0.2734302828272,"Yangtze catfish",-0.168397058244099,0.0415472515474197
"Civet kobuvirus","Silurus.meridionalis",-0.0203756901882358,-0.175466421742898,0.13570188654874,0.79877953615466,"Yangtze catfish",-0.0939637813180464,0.114745859558503
"SARS-CoV-2","Mauremys.megalocephala",-0.03431449438,-0.188952516591383,0.121984227075382,0.667630846117044,"Chinese broad-headed pond turtle",-0.0642571426045037,0
"Influenza A virus H3N2","Mauremys.megalocephala",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Chinese broad-headed pond turtle",-0.0156517715286264,0
"Bamboo rat coronavirus","Mauremys.megalocephala",-0.0406913487709029,-0.195102874866503,0.115688573368627,0.610569339488805,"Chinese broad-headed pond turtle",-0.0759291657094077,0
"Raccoon dog amdovirus","Mauremys.megalocephala",-0.0463936062874755,-0.200592331128473,0.110048265278589,0.561443914230276,"Chinese broad-headed pond turtle",-0.0875938121874378,0
"Civet kobuvirus","Mauremys.megalocephala",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Chinese broad-headed pond turtle",-0.0438231184359196,0
"SARS-CoV-2","Gallinula.chloropus",-0.154944180720201,-0.303277362154193,0.000720402103529066,0.0511582454804817,"Common moorhen",-0.220751206485402,-0.0755674400248884
"Influenza A virus H3N2","Gallinula.chloropus",-0.037454380142611,-0.191982395335208,0.118885894512362,0.639269875038623,"Common moorhen",-0.0701136789460113,0
"Bamboo rat coronavirus","Gallinula.chloropus",-0.0251375216191606,-0.180080151856144,0.131022323522914,0.753125506807418,"Common moorhen",-0.165173906614934,0.139001865886865
"Raccoon dog amdovirus","Gallinula.chloropus",0.599235510655961,0.48921727096744,0.690481929511436,7.15952278896406e-17,"Common moorhen",0.444975378703535,0.727483982537372
"Civet kobuvirus","Gallinula.chloropus",0.286380203706022,0.136832190868143,0.423165132005993,0.000252631754605344,"Common moorhen",0.0576270823601605,0.531016920699736
"SARS-CoV-2","Phasianus.colchicus",-0.180825842074231,-0.327262243071014,-0.0259078091862595,0.0225500352728804,"Ring-necked pheasant",-0.277397658821458,-0.0617911841293522
"Influenza A virus H3N2","Phasianus.colchicus",-0.0631898925680875,-0.216705729269004,0.0933756974229742,0.428769782727748,"Ring-necked pheasant",-0.120270622483677,0
"Bamboo rat coronavirus","Phasianus.colchicus",0.372597262169872,0.230306377508087,0.499288851476851,1.32138460695543e-06,"Ring-necked pheasant",0.219622805066891,0.51774484406111
"Raccoon dog amdovirus","Phasianus.colchicus",0.659444000142438,0.561421434060305,0.739217471069742,3.3458325997129e-21,"Ring-necked pheasant",0.557438677119509,0.74811745979832
"Civet kobuvirus","Phasianus.colchicus",0.258375422401472,0.107032572395506,0.398016243767486,0.00100793647564374,"Ring-necked pheasant",0.109540255295359,0.404440213575808
"SARS-CoV-2","Pseudorasbora.parva",0.642549493854653,0.54100917220799,0.725626086717543,6.87446413029963e-20,"Stone moroko",0.447110866728295,0.831097297066377
"Influenza A virus H3N2","Pseudorasbora.parva",0.201738148357666,0.0475851107184046,0.346505104246805,0.0107715470537451,"Stone moroko",0,0.407133072029568
"Bamboo rat coronavirus","Pseudorasbora.parva",-0.0260761721324411,-0.18098880502393,0.130099067950573,0.744220730627077,"Stone moroko",-0.122028292440555,0.124022325978793
"Raccoon dog amdovirus","Pseudorasbora.parva",-0.162839646098444,-0.310614172421237,-0.0073794736639608,0.0402827388199043,"Stone moroko",-0.222980814692088,-0.0896103177994848
"Civet kobuvirus","Pseudorasbora.parva",-0.0927080112669012,-0.244822494687371,0.0638606912631168,0.245119788079489,"Stone moroko",-0.128817593827962,-0.0598242848735961
"SARS-CoV-2","Tachysurus.fulvidraco",0.489119799448341,0.360951906482238,0.599153382656067,6.07593352044456e-11,"Yellow catfish",0.325099119212933,0.668100402728028
"Influenza A virus H3N2","Tachysurus.fulvidraco",0.138758899277674,-0.0172611054865602,0.288182113838742,0.0811022308569572,"Yellow catfish",0,0.281303232522986
"Bamboo rat coronavirus","Tachysurus.fulvidraco",-0.0176402429313035,-0.172812967369033,0.138386928927312,0.825328280762739,"Yellow catfish",-0.137719595008002,0.14068411592304
"Raccoon dog amdovirus","Tachysurus.fulvidraco",-0.189891226175144,-0.335618870761831,-0.0352869597958147,0.0165119003412506,"Yellow catfish",-0.251706159309828,-0.131783787280248
"Civet kobuvirus","Tachysurus.fulvidraco",-0.105547863349534,-0.256973453413081,0.0509361363860386,0.185467012955273,"Yellow catfish",-0.140614973735552,-0.0720139566999771
"SARS-CoV-2","Siniperca.knerii",0.618995217517494,0.512748721417905,0.70656819961913,3.43664109758491e-18,"Big-eye mandarin fish",0.419673068485955,0.796497132577312
"Influenza A virus H3N2","Siniperca.knerii",0.255832249323993,0.104339807005851,0.395721977279009,0.00113468951950729,"Big-eye mandarin fish",0,0.465899643120725
"Bamboo rat coronavirus","Siniperca.knerii",-0.0260581431944719,-0.180971354744589,0.130116803744742,0.744391452957779,"Big-eye mandarin fish",-0.144990292001639,0.134244062642922
"Raccoon dog amdovirus","Siniperca.knerii",-0.159557937097702,-0.307566802342332,-0.00401032331172358,0.0445409748025054,"Big-eye mandarin fish",-0.254319992458703,-0.0400136975609407
"Civet kobuvirus","Siniperca.knerii",-0.127584863660228,-0.27771710326868,0.0286309045216827,0.1090126414487,"Big-eye mandarin fish",-0.167897666389534,-0.0894479191725135
"SARS-CoV-2","Scomberomorus.niphonius",0.120926473254631,-0.035386781226456,0.271464218696538,0.128920834555557,"Japanese Spanish mackerel",0,0.249491192052385
"Influenza A virus H3N2","Scomberomorus.niphonius",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Japanese Spanish mackerel",-0.0156517715286264,0
"Bamboo rat coronavirus","Scomberomorus.niphonius",-0.0406913487709029,-0.195102874866503,0.115688573368627,0.610569339488805,"Japanese Spanish mackerel",-0.075667139685162,0
"Raccoon dog amdovirus","Scomberomorus.niphonius",-0.0463936062874754,-0.200592331128473,0.110048265278589,0.561443914230276,"Japanese Spanish mackerel",-0.0884481758701558,0
"Civet kobuvirus","Scomberomorus.niphonius",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Japanese Spanish mackerel",-0.0437014743995373,0
"SARS-CoV-2","Seriola.dumerili",-0.03431449438,-0.188952516591383,0.121984227075382,0.667630846117044,"Greater amberjack",-0.0676840880009803,0
"Influenza A virus H3N2","Seriola.dumerili",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Greater amberjack",-0.0156517715286264,0
"Bamboo rat coronavirus","Seriola.dumerili",-0.0406913487709029,-0.195102874866503,0.115688573368627,0.610569339488805,"Greater amberjack",-0.0744617942705893,0
"Raccoon dog amdovirus","Seriola.dumerili",-0.0463936062874755,-0.200592331128473,0.110048265278589,0.561443914230276,"Greater amberjack",-0.0857228875576161,0
"Civet kobuvirus","Seriola.dumerili",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Greater amberjack",-0.0443136823688876,0
"SARS-CoV-2","Ctenopharyngodon.idella",0.54826940820373,0.429253209919615,0.648569867862624,7.39873861723257e-14,"Grass carp",0.370295275557034,0.741454010105536
"Influenza A virus H3N2","Ctenopharyngodon.idella",0.224734527933848,0.0715915409161974,0.367525936340094,0.00440006449436347,"Grass carp",0,0.408111300843557
"Bamboo rat coronavirus","Ctenopharyngodon.idella",-0.0589194628167509,-0.212616837380433,0.0976230128143013,0.46068135218948,"Grass carp",-0.167649709774937,0.0824724785357668
"Raccoon dog amdovirus","Ctenopharyngodon.idella",-0.248554070095185,-0.389146468158856,-0.0966457714842459,0.00158231875961506,"Grass carp",-0.309422800428647,-0.190306317038062
"Civet kobuvirus","Ctenopharyngodon.idella",-0.132944507003197,-0.28274111223546,0.0231824026606429,0.0948079578353499,"Grass carp",-0.17637093218841,-0.0919462425447392
"SARS-CoV-2","Marmota.himalayana",-0.00565551473219567,-0.161160859607762,0.150123843198556,0.943595760622707,"Himalayan marmot",-0.0707804661192177,0.0897168461892528
"Influenza A virus H3N2","Marmota.himalayana",-0.012514696295663,-0.167834983452236,0.143411861603469,0.875587425073706,"Himalayan marmot",-0.0254640864129979,0
"Bamboo rat coronavirus","Marmota.himalayana",0.256025452906037,0.104544297111221,0.395896332860291,0.00112457078879637,"Himalayan marmot",-0.03727040992657,0.519131765187621
"Raccoon dog amdovirus","Marmota.himalayana",0.17670436845925,0.0216526848281647,0.323455408271991,0.0258711720684922,"Himalayan marmot",0.0298713986179247,0.312641718354908
"Civet kobuvirus","Marmota.himalayana",0.265403947946057,0.114486088564633,0.404347798695887,0.000722082300476924,"Himalayan marmot",-0.0355392889415922,0.620031153305283
"SARS-CoV-2","Epinephelus.fuscoguttatus",-0.00839046095152561,-0.163823724212242,0.147449309897908,0.91640219318432,"Brown-marbled grouper",-0.0691522812021877,0.0780316800313127
"Influenza A virus H3N2","Epinephelus.fuscoguttatus",-0.010793031703622,-0.166161105940501,0.145097928222896,0.892592058781509,"Brown-marbled grouper",-0.0219117517439054,0
"Bamboo rat coronavirus","Epinephelus.fuscoguttatus",-0.0693909167409044,-0.222633571442238,0.087198075446935,0.384775715164363,"Brown-marbled grouper",-0.108613978844403,0
"Raccoon dog amdovirus","Epinephelus.fuscoguttatus",-0.0791149708339608,-0.23190647795623,0.0774864078370347,0.32154627862957,"Brown-marbled grouper",-0.121512144912523,0
"Civet kobuvirus","Epinephelus.fuscoguttatus",-0.0389062147928649,-0.193382369210408,0.117452243303614,0.626327591380583,"Brown-marbled grouper",-0.0645368855178282,0
"SARS-CoV-2","Luciobarbus.capito",0.242148580135777,0.0898892753613711,0.383347516944479,0.00210371954077209,"Bulatmai barbel",0.0404141502190062,0.40389060775754
"Influenza A virus H3N2","Luciobarbus.capito",-0.0120532966334923,-0.167386478378339,0.143863809944194,0.880139357394915,"Bulatmai barbel",-0.0242477169448234,0
"Bamboo rat coronavirus","Luciobarbus.capito",0.0392857225545404,-0.117077381192294,0.193748216952298,0.6229629906835,"Bulatmai barbel",-0.0783703432493956,0.235375978765682
"Raccoon dog amdovirus","Luciobarbus.capito",-0.0883529519599023,-0.240690215648879,0.0682325842126718,0.268092816807914,"Bulatmai barbel",-0.131902352377369,-0.0413814750809899
"Civet kobuvirus","Luciobarbus.capito",-0.0434491587407635,-0.197758975302433,0.112961982966844,0.58657420794203,"Bulatmai barbel",-0.066637192542912,0
"SARS-CoV-2","Alectoris.chukar",-0.0593709259829137,-0.21304936324149,0.097174262654001,0.457246771425553,"Chukar partridge",-0.0974367814856741,0
"Influenza A virus H3N2","Alectoris.chukar",-0.0109506306623959,-0.166314367769407,0.144943625493822,0.891033320731545,"Chukar partridge",-0.0221820438812772,0
"Bamboo rat coronavirus","Alectoris.chukar",0.161035771039793,0.00552709729993797,0.308939483606544,0.0425789819468923,"Chukar partridge",-0.05361820055797,0.37042751174145
"Raccoon dog amdovirus","Alectoris.chukar",-0.0259977370681231,-0.180912886708517,0.130176226961624,0.744963550360328,"Chukar partridge",-0.0953190060851015,0.0526856580198001
"Civet kobuvirus","Alectoris.chukar",-0.0394743201324544,-0.193930010162213,0.116891075710716,0.621293831413829,"Chukar partridge",-0.062262846149108,0
"SARS-CoV-2","Mustela.sibirica",-0.0218739696851847,-0.176918837014523,0.134230242750512,0.784333061879521,"Siberian weasel",-0.119517502879385,0.135511325420897
"Influenza A virus H3N2","Mustela.sibirica",-0.0180074812169807,-0.173169328916951,0.138026590824361,0.821751836364551,"Siberian weasel",-0.0356976784152223,0
"Bamboo rat coronavirus","Mustela.sibirica",-0.115774294392332,-0.266617078242602,0.0406046075894731,0.146159600870379,"Siberian weasel",-0.158465382124788,-0.0746616535245881
"Raccoon dog amdovirus","Mustela.sibirica",-0.131998255021934,-0.281854713977711,0.0241450173766978,0.0972030137845551,"Siberian weasel",-0.178032106823634,-0.0795960435884806
"Civet kobuvirus","Mustela.sibirica",-0.064912524242027,-0.218353607928363,0.0916607752678419,0.416266601959221,"Siberian weasel",-0.0964418028257315,-0.0360071300132234
"SARS-CoV-2","Arctonyx.collaris",-0.147130078251019,-0.295998800596637,0.00871674779187188,0.0642146958810573,"Greater hog badger",-0.193979762012348,-0.103423882037068
"Influenza A virus H3N2","Arctonyx.collaris",-0.0288849266146085,-0.183706218655722,0.127334761572405,0.717780502424961,"Greater hog badger",-0.0547180183864513,0
"Bamboo rat coronavirus","Arctonyx.collaris",0.0452388460310179,-0.111191294397935,0.199481446449442,0.571237942201041,"Greater hog badger",-0.118000394402727,0.218021632107674
"Raccoon dog amdovirus","Arctonyx.collaris",0.683267683575869,0.590409793145605,0.758273487032252,3.33440678412903e-23,"Greater hog badger",0.534024181453718,0.802877862623563
"Civet kobuvirus","Arctonyx.collaris",0.351457171711277,0.207141279917848,0.48080286412635,5.55885600595032e-06,"Greater hog badger",0.101632313528425,0.574533638464637
"SARS-CoV-2","Rhizomys.pruinosus",-0.18937104492377,-0.335139978205627,-0.0347480367471247,0.0168157960463471,"Hoary bamboo rat",-0.274271493953755,-0.0928419679340644
"Influenza A virus H3N2","Rhizomys.pruinosus",-0.0538367822789491,-0.207743197974709,0.102670761128274,0.500318500671009,"Hoary bamboo rat",-0.097952561324726,0
"Bamboo rat coronavirus","Rhizomys.pruinosus",0.464102425395716,0.33247172605761,0.577997280099913,7.20316112746797e-10,"Hoary bamboo rat",0.308530457275306,0.601797869337269
"Raccoon dog amdovirus","Rhizomys.pruinosus",0.658326515763349,0.560067574258872,0.738320473600256,4.11092647258086e-21,"Hoary bamboo rat",0.559388151798811,0.758814656734088
"Civet kobuvirus","Rhizomys.pruinosus",0.307355904475746,0.159330942417161,0.441864708618595,8.11915699578411e-05,"Hoary bamboo rat",0.140467610300763,0.466272510628863
"SARS-CoV-2","Micropercops.swinhonis",0.345138804012169,0.200248946564373,0.475255347412953,8.37446215028413e-06,"Gudgeon",0,0.582105441475811
"Influenza A virus H3N2","Micropercops.swinhonis",-0.0109928050182101,-0.166355380212095,0.144902331941216,0.890616264256432,"Gudgeon",-0.0241749737946008,0
"Bamboo rat coronavirus","Micropercops.swinhonis",-0.0706753059487103,-0.223859962804661,0.0859170260718877,0.376017647443816,"Gudgeon",-0.107834660973195,0
"Raccoon dog amdovirus","Micropercops.swinhonis",-0.0357181600030775,-0.19030736829829,0.120599513937562,0.654891038201769,"Gudgeon",-0.0981935082792867,0.055571252074485
"Civet kobuvirus","Micropercops.swinhonis",-0.039626348273492,-0.194076545593713,0.116740887212482,0.619949728518618,"Gudgeon",-0.0634356474269282,0
"SARS-CoV-2","Anas.poecilorhyncha",-0.00579531805272803,-0.161297033236497,0.149987183301698,0.942203846510543,"Indian spot-billed duck",-0.159520246635739,0.17427346406342
"Influenza A virus H3N2","Anas.poecilorhyncha",0.037177261310598,-0.11915946851216,0.191715103927845,0.641752802465413,"Indian spot-billed duck",0,0.0748421424074878
"Bamboo rat coronavirus","Anas.poecilorhyncha",0.333713012458744,0.187821535407954,0.465197182595395,1.71848360197836e-05,"Indian spot-billed duck",0.216200186248981,0.439072225074339
"Raccoon dog amdovirus","Anas.poecilorhyncha",0.460873856412321,0.328813678754037,0.575255820156361,9.77030094133794e-10,"Indian spot-billed duck",0.345435956397878,0.565604820688879
"Civet kobuvirus","Anas.poecilorhyncha",0.284455730453494,0.134775679547734,0.421443632128235,0.000279155074067476,"Indian spot-billed duck",0.183255322075952,0.383324424133221
"SARS-CoV-2","Trachinotus.ovatus",0.194999718304956,0.0405842894943627,0.340317884242538,0.0137724272057097,"Derbio",0,0.352317804441905
"Influenza A virus H3N2","Trachinotus.ovatus",-0.00889828412966889,-0.164317914107147,0.146952453155912,0.911362605986998,"Derbio",-0.0201669120200224,0
"Bamboo rat coronavirus","Trachinotus.ovatus",0.0307489419361137,-0.125498903336614,0.185508310726434,0.700414389921002,"Derbio",-0.0698829848339452,0.126590140623964
"Raccoon dog amdovirus","Trachinotus.ovatus",-0.06522611150626,-0.218653493062648,0.0913484914859443,0.414013678936537,"Derbio",-0.10864102423394,0
"Civet kobuvirus","Trachinotus.ovatus",-0.0320761175491274,-0.186790762951417,0.12419112301082,0.688142982283384,"Derbio",-0.0554965137508651,0
"SARS-CoV-2","Rhodeus.sinensis",0.360588850094549,0.217127866029914,0.488802207336793,3.02630470894375e-06,"Chinese bitterling",0,0.626741747229281
"Influenza A virus H3N2","Rhodeus.sinensis",-0.0089624415804392,-0.164380343603194,0.146889675588393,0.910726160716163,"Chinese bitterling",-0.0203621154153581,0
"Bamboo rat coronavirus","Rhodeus.sinensis",-0.057621626117782,-0.211373104869169,0.0989126959200605,0.470633985241873,"Chinese bitterling",-0.0927134719371488,0
"Raccoon dog amdovirus","Rhodeus.sinensis",-0.0656963977970685,-0.21910317597629,0.0908801022950154,0.410648401695127,"Chinese bitterling",-0.113042878105519,0
"Civet kobuvirus","Rhodeus.sinensis",-0.032307389320468,-0.187014187350072,0.123963175476503,0.686012770162469,"Chinese bitterling",-0.0545868867015855,0
"SARS-CoV-2","Misgurnus.bipartitus",0.356276165433726,0.212407682515937,0.48502698369345,4.04247722940725e-06,"Loach",0,0.605542144882114
"Influenza A virus H3N2","Misgurnus.bipartitus",-0.00632911392405063,-0.16181691579036,0.149465334863608,0.936890895724865,"Loach",-0.0156517715286264,0
"Bamboo rat coronavirus","Misgurnus.bipartitus",-0.0406913487709029,-0.195102874866503,0.115688573368627,0.610569339488805,"Loach",-0.0752079019400245,0
"Raccoon dog amdovirus","Misgurnus.bipartitus",-0.0463936062874755,-0.200592331128473,0.110048265278589,0.561443914230276,"Loach",-0.0873417258770938,0
"Civet kobuvirus","Misgurnus.bipartitus",-0.0228148932143866,-0.17783061262167,0.133305694385026,0.7752977797972,"Loach",-0.0461259218760202,0
