address,keep,Virus_full_name,Virus_simpler_name,Virus_shorter,Host_general,read_count,Reference,Sample.ID,Lab.code,nDetect,viral_length,covered_bases,Sampling.date
West|8|25,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,1,OM451194.1,Env_0715,8-25-D_2,1,8836,93,2020-02-03
West|8|25,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,24,OM451194.1,Env_0756,8-25-Long,1,8836,1633,2020-02-09
West|8|25,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,38,OM451194.1,Env_0909,CCDC-760,1,8836,1718,2020-03-02
West|9|38,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,4,OM451194.1,Env_0530,HJ200015-20200112-1,1,8836,129,2020-01-12
West|9|35-37,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,1,OM451194.1,Env_0541,HJ200026-20200112-1,1,8836,43,2020-01-12
West|8|25,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,5,OM451194.1,Env_0546,HJ200031-20200112-1,1,8836,172,2020-01-12
West|8|25,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,2,OM451194.1,Env_0548,HJ200033-20200112-1,1,8836,86,2020-01-12
West|8|25,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,4,OM451194.1,Env_0553,HJ200038-20200112-1,1,8836,156,2020-01-12
West|8|25,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,9,OM451194.1,Env_0555,HJ200040-20200112-1,1,8836,358,2020-01-12
West|6|29-31-33,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,7,OM451194.1,Env_0579,Q64,1,8836,220,2020-01-12
West|6|29-31-33,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,1,OM451194.1,Env_0584,Q69,1,8836,43,2020-01-12
West|6|29-31-33,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,3,OM451194.1,Env_0585,Q70,1,8836,86,2020-01-12
West|8|25,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,19,OM451194.1,Env_0807,W-8-25-D2,1,8836,93,2020-02-15
West|8|25,1,"OM451194.1 MAG: Cadicivirus B isolate HeN-F3 polyprotein P1 and polyprotein P2/P3 genes, complete cds",Cadicivirus B,Cadicivirus B,Mammal,17,OM451194.1,Env_0809,W-8-25-L2,1,8836,718,2020-02-15
West|6|29,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,20,OM451123.1,Env_0620,06-29-abv1,1,29340,93,2020-01-23
West|7|15-17,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,1,OM451123.1,Env_0002,A2,1,29340,186,2020-01-01
West|7|GC,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,2,OM451123.1,Env_0033,A33,1,29340,235,2020-01-01
West|7|20-22-24,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,2,OM451123.1,Env_0061,A61,1,29340,93,2020-01-01
West|11|15,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,2,OM451123.1,Env_0313,F13,1,29340,104,2020-01-01
West|2|14,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,8,OM451123.1,Env_0354,F54,1,29340,468,2020-01-01
West|9|34-36,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,11,OM451123.1,Env_0525,HJ200010-20200112-1,1,29340,344,2020-01-12
West|9|38,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,16,OM451123.1,Env_0527,HJ200012-20200112-1,1,29340,538,2020-01-12
West|8|36-38,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,22,OM451123.1,Env_0561,HJ200046-20200112-1,1,29340,895,2020-01-12
West|8|36-38,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,6,OM451123.1,Env_0563,HJ200048-20200112-1,1,29340,258,2020-01-12
West|6|29-31-33,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,2,OM451123.1,Env_0577,HJ200062-20200112-1,1,29340,86,2020-01-12
West|6|29-31-33,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,1,OM451123.1,Env_0580,HJ200065-20200112-1,1,29340,43,2020-01-12
West|6|29-31-33,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,10,OM451123.1,Env_0576,Q61,1,29340,374,2020-01-12
West|6|29-31-33,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,8,OM451123.1,Env_0579,Q64,1,29340,339,2020-01-12
West|6|29-31-33,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,3,OM451123.1,Env_0583,Q68,1,29340,129,2020-01-12
West|6|29-31-33,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,689,OM451123.1,Env_0584,Q69,1,29340,9263,2020-01-12
West|6|29-31-33,1,"OM451123.1 MAG: Canine coronavirus isolate HeB-G1, complete genome",Canine coronavirus HeB-G1,Canine coronavirus HeB-G1,Mammal,4,OM451123.1,Env_0585,Q70,1,29340,129,2020-01-12
West|2|14,1,"OM451122.1 MAG: Canine coronavirus isolate SD-F3, complete genome",Canine coronavirus SD-F3,Canine coronavirus SD-F3,Mammal,1,OM451122.1,Env_0354,F54,1,29309,128,2020-01-01
West|9|34-36,1,"OM451122.1 MAG: Canine coronavirus isolate SD-F3, complete genome",Canine coronavirus SD-F3,Canine coronavirus SD-F3,Mammal,4,OM451122.1,Env_0525,HJ200010-20200112-1,1,29309,172,2020-01-12
West|9|38,1,"OM451122.1 MAG: Canine coronavirus isolate SD-F3, complete genome",Canine coronavirus SD-F3,Canine coronavirus SD-F3,Mammal,4,OM451122.1,Env_0527,HJ200012-20200112-1,1,29309,129,2020-01-12
West|8|36-38,1,"OM451122.1 MAG: Canine coronavirus isolate SD-F3, complete genome",Canine coronavirus SD-F3,Canine coronavirus SD-F3,Mammal,17,OM451122.1,Env_0561,HJ200046-20200112-1,1,29309,478,2020-01-12
West|8|36-38,1,"OM451122.1 MAG: Canine coronavirus isolate SD-F3, complete genome",Canine coronavirus SD-F3,Canine coronavirus SD-F3,Mammal,3,OM451122.1,Env_0563,HJ200048-20200112-1,1,29309,86,2020-01-12
West|6|29-31-33,1,"OM451122.1 MAG: Canine coronavirus isolate SD-F3, complete genome",Canine coronavirus SD-F3,Canine coronavirus SD-F3,Mammal,1,OM451122.1,Env_0577,HJ200062-20200112-1,1,29309,43,2020-01-12
West|6|29-31-33,1,"OM451122.1 MAG: Canine coronavirus isolate SD-F3, complete genome",Canine coronavirus SD-F3,Canine coronavirus SD-F3,Mammal,1,OM451122.1,Env_0578,HJ200063-20200112-1,1,29309,43,2020-01-12
West|6|29-31-33,1,"OM451122.1 MAG: Canine coronavirus isolate SD-F3, complete genome",Canine coronavirus SD-F3,Canine coronavirus SD-F3,Mammal,2,OM451122.1,Env_0576,Q61,1,29309,86,2020-01-12
West|6|29-31-33,1,"OM451122.1 MAG: Canine coronavirus isolate SD-F3, complete genome",Canine coronavirus SD-F3,Canine coronavirus SD-F3,Mammal,9,OM451122.1,Env_0579,Q64,1,29309,344,2020-01-12
West|6|29-31-33,1,"OM451122.1 MAG: Canine coronavirus isolate SD-F3, complete genome",Canine coronavirus SD-F3,Canine coronavirus SD-F3,Mammal,409,OM451122.1,Env_0584,Q69,1,29309,6034,2020-01-12
West|6|29,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,1,OM451182.1,Env_0620,06-29-abv1,1,8315,186,2020-01-23
West|6|29,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,16,OM451182.1,Env_0877,629-3-C,1,8315,801,2020-02-29
West|9|34-36,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,1,OM451182.1,Env_0516,HJ200001-20200112-1,1,8315,43,2020-01-12
West|9|34-36,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,4,OM451182.1,Env_0518,HJ200003-20200112-1,1,8315,169,2020-01-12
West|9|34-36,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,1,OM451182.1,Env_0519,HJ200004-20200112-1,1,8315,43,2020-01-12
West|9|34-36,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,1,OM451182.1,Env_0520,HJ200005-20200112-1,1,8315,43,2020-01-12
West|9|34-36,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,6,OM451182.1,Env_0522,HJ200007-20200112-1,1,8315,216,2020-01-12
West|9|34-36,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,6,OM451182.1,Env_0523,HJ200008-20200112-1,1,8315,258,2020-01-12
West|9|34-36,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,5,OM451182.1,Env_0524,HJ200009-20200112-1,1,8315,215,2020-01-12
West|9|34-36,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,3,OM451182.1,Env_0525,HJ200010-20200112-1,1,8315,129,2020-01-12
West|9|38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,79,OM451182.1,Env_0526,HJ200011-20200112-1,1,8315,1794,2020-01-12
West|9|38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,23,OM451182.1,Env_0527,HJ200012-20200112-1,1,8315,617,2020-01-12
West|9|38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,3,OM451182.1,Env_0528,HJ200013-20200112-1,1,8315,124,2020-01-12
West|9|38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,27,OM451182.1,Env_0529,HJ200014-20200112-1,1,8315,894,2020-01-12
West|9|38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,3,OM451182.1,Env_0530,HJ200015-20200112-1,1,8315,86,2020-01-12
West|9|38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,8,OM451182.1,Env_0531,HJ200016-20200112-1,1,8315,258,2020-01-12
West|9|38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,24,OM451182.1,Env_0532,HJ200017-20200112-1,1,8315,873,2020-01-12
West|9|38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,234,OM451182.1,Env_0533,HJ200018-20200112-1,1,8315,1710,2020-01-12
West|9|38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,17,OM451182.1,Env_0535,HJ200020-20200112-1,1,8315,552,2020-01-12
West|9|35-37,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,4,OM451182.1,Env_0536,HJ200021-20200112-1,1,8315,169,2020-01-12
West|9|35-37,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,4,OM451182.1,Env_0537,HJ200022-20200112-1,1,8315,172,2020-01-12
West|9|35-37,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,14,OM451182.1,Env_0538,HJ200023-20200112-1,1,8315,511,2020-01-12
West|9|35-37,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,1,OM451182.1,Env_0539,HJ200024-20200112-1,1,8315,43,2020-01-12
West|9|35-37,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,4,OM451182.1,Env_0540,HJ200025-20200112-1,1,8315,129,2020-01-12
West|9|35-37,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,4,OM451182.1,Env_0541,HJ200026-20200112-1,1,8315,129,2020-01-12
West|9|35-37,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,2,OM451182.1,Env_0542,HJ200027-20200112-1,1,8315,86,2020-01-12
West|9|35-37,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,1,OM451182.1,Env_0545,HJ200030-20200112-1,1,8315,43,2020-01-12
West|8|25,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,2,OM451182.1,Env_0550,HJ200035-20200112-1,1,8315,86,2020-01-12
West|8|36-38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,1,OM451182.1,Env_0559,HJ200044-20200112-1,1,8315,43,2020-01-12
West|8|36-38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,74,OM451182.1,Env_0561,HJ200046-20200112-1,1,8315,1655,2020-01-12
West|8|36-38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,13,OM451182.1,Env_0563,HJ200048-20200112-1,1,8315,427,2020-01-12
West|8|36-38,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,1,OM451182.1,Env_0565,HJ200050-20200112-1,1,8315,43,2020-01-12
West|8|37,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,1,OM451182.1,Env_0566,HJ200051-20200112-1,1,8315,43,2020-01-12
West|8|37,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,1,OM451182.1,Env_0572,HJ200057-20200112-1,1,8315,43,2020-01-12
West|6|29-31-33,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,2,OM451182.1,Env_0577,HJ200062-20200112-1,1,8315,86,2020-01-12
West|6|29-31-33,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,48,OM451182.1,Env_0578,HJ200063-20200112-1,1,8315,1192,2020-01-12
West|6|29-31-33,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,6,OM451182.1,Env_0580,HJ200065-20200112-1,1,8315,258,2020-01-12
West|6|29-31-33,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,81,OM451182.1,Env_0576,Q61,1,8315,1926,2020-01-12
West|6|29-31-33,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,16,OM451182.1,Env_0579,Q64,1,8315,474,2020-01-12
West|6|29-31-33,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,1,OM451182.1,Env_0583,Q68,1,8315,43,2020-01-12
West|6|29-31-33,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,15,OM451182.1,Env_0584,Q69,1,8315,433,2020-01-12
West|6|29-31-33,1,"OM451182.1 MAG: Canine kobuvirus isolate JX-MO1 polyprotein gene, complete cds",Canine kobuvirus JX-MO1,Canine kobuvirus JX-MO1,Mammal,1,OM451182.1,Env_0585,Q70,1,8315,42,2020-01-12
West|6|29,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,20,NC_034971.1,Env_0877,629-3-C,1,8216,896,2020-02-29
West|6|29,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,29,NC_034971.1,Env_0879,629-5-L4,1,8216,136,2020-02-29
West|15|44,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,1,NC_034971.1,Env_0138,B17,1,8216,186,2020-01-01
West|6|29,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,1,NC_034971.1,Env_0895,CCDC-746,1,8216,93,2020-03-02
West|9|34-36,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,3,NC_034971.1,Env_0518,HJ200003-20200112-1,1,8216,129,2020-01-12
West|9|34-36,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,2,NC_034971.1,Env_0519,HJ200004-20200112-1,1,8216,86,2020-01-12
West|9|34-36,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,2,NC_034971.1,Env_0520,HJ200005-20200112-1,1,8216,86,2020-01-12
West|9|34-36,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,1,NC_034971.1,Env_0521,HJ200006-20200112-1,1,8216,43,2020-01-12
West|9|34-36,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,11,NC_034971.1,Env_0522,HJ200007-20200112-1,1,8216,385,2020-01-12
West|9|34-36,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,3,NC_034971.1,Env_0523,HJ200008-20200112-1,1,8216,129,2020-01-12
West|9|34-36,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,8,NC_034971.1,Env_0524,HJ200009-20200112-1,1,8216,267,2020-01-12
West|9|34-36,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,14,NC_034971.1,Env_0525,HJ200010-20200112-1,1,8216,325,2020-01-12
West|9|38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,75,NC_034971.1,Env_0526,HJ200011-20200112-1,1,8216,1800,2020-01-12
West|9|38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,19,NC_034971.1,Env_0527,HJ200012-20200112-1,1,8216,733,2020-01-12
West|9|38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,3,NC_034971.1,Env_0528,HJ200013-20200112-1,1,8216,129,2020-01-12
West|9|38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,42,NC_034971.1,Env_0529,HJ200014-20200112-1,1,8216,1265,2020-01-12
West|9|38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,3,NC_034971.1,Env_0530,HJ200015-20200112-1,1,8216,129,2020-01-12
West|9|38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,5,NC_034971.1,Env_0531,HJ200016-20200112-1,1,8216,182,2020-01-12
West|9|38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,24,NC_034971.1,Env_0532,HJ200017-20200112-1,1,8216,764,2020-01-12
West|9|38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,248,NC_034971.1,Env_0533,HJ200018-20200112-1,1,8216,1665,2020-01-12
West|9|38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,2,NC_034971.1,Env_0534,HJ200019-20200112-1,1,8216,86,2020-01-12
West|9|38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,16,NC_034971.1,Env_0535,HJ200020-20200112-1,1,8216,477,2020-01-12
West|9|35-37,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,1,NC_034971.1,Env_0536,HJ200021-20200112-1,1,8216,43,2020-01-12
West|9|35-37,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,9,NC_034971.1,Env_0537,HJ200022-20200112-1,1,8216,385,2020-01-12
West|9|35-37,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,19,NC_034971.1,Env_0538,HJ200023-20200112-1,1,8216,691,2020-01-12
West|9|35-37,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,3,NC_034971.1,Env_0539,HJ200024-20200112-1,1,8216,94,2020-01-12
West|9|35-37,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,4,NC_034971.1,Env_0540,HJ200025-20200112-1,1,8216,129,2020-01-12
West|9|35-37,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,1,NC_034971.1,Env_0542,HJ200027-20200112-1,1,8216,43,2020-01-12
West|9|35-37,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,1,NC_034971.1,Env_0544,HJ200029-20200112-1,1,8216,43,2020-01-12
